,time,discharge
0,120.0,1.6666668519368009e-06
1,240.0,1.2400925938766248e-17
2,292.73284730565393,0.0006814310577561304
3,329.6357606383954,0.0017937443905301793
4,359.11807084867553,0.0032774235175306787
5,383.25537139399256,0.005258175855901062
6,404.27195859199486,0.00744672078947576
7,422.60765102112913,0.010106217256529285
8,439.2269324126432,0.012837499298214877
9,454.33376395183706,0.01593636274654383
10,468.3177827986351,0.019134162732646457
11,481.3256033974621,0.02261278221050367
12,493.5405808934215,0.02620958467947078
13,505.0684758480292,0.03007415895848166
14,516.0046164214252,0.034093610786261046
15,526.3932652319684,0.03839314703300732
16,536.359138338767,0.04261313184380798
17,545.8858144722197,0.047511663462957425
18,555.0597406669282,0.05227130377419273
19,563.8981638447796,0.057683440392395986
20,572.4351646725266,0.0630667842405278
21,580.7000824559998,0.06906183118321847
22,588.7175217105066,0.07492629009611042
23,596.5087648241586,0.08147552628979012
24,604.0944577858608,0.08796777623070112
25,611.4888969188161,0.0948131996974095
26,618.713845548687,0.10118759986584219
27,625.7808146404994,0.10781239123846308
28,632.7059613152078,0.11383359007643117
29,639.4959019379648,0.12067167369287272
30,646.163646517304,0.1267763909822917
31,652.7142740646482,0.13378648050778255
32,659.159035952201,0.14036919957062421
33,665.4845602189898,0.14771227267472684
34,671.6878088465601,0.15501315014318687
35,677.773700150117,0.16272333606663805
36,683.7529043881972,0.17004299569575598
37,689.6291245413441,0.17774020628096265
38,695.4118885361003,0.1850333437439986
39,701.1037649093003,0.19264093726507112
40,706.7133110095117,0.19983031599832984
41,712.2421421937244,0.20725817679379493
42,717.6980782601163,0.21426999161425775
43,723.0820143612387,0.22144616940282358
44,728.4012529383051,0.22822230841158028
45,733.6561479791484,0.2350986005556267
46,738.8536286742481,0.24159869884083582
47,743.9936093616459,0.2481513530032575
48,749.0826591610985,0.25435787912843416
49,754.1203083322293,0.2605903808340893
50,759.1128872696479,0.26650300975849145
51,764.0596536354166,0.2724326628939665
52,768.9666937847348,0.2780679002560266
53,773.8330368920138,0.2837297497773389
54,778.664527568472,0.2890666059548479
55,783.4599972198473,0.2944810881868978
56,788.2250750228815,0.2996090617351851
57,792.9583848988833,0.30485968554786513
58,797.665310240392,0.3098480098767924
59,802.3443150948086,0.31500007626351567
60,807.000509051353,0.319894682376379
61,811.6323019834824,0.32502800258968595
62,816.2445390566065,0.32992697386888736
63,820.8356571010071,0.3350836327994814
64,825.410248033459,0.34002538618711553
65,829.9670119894304,0.3452201953580286
66,834.510253475464,0.35021801768098115
67,839.03940340284,0.35542010007302727
68,843.5581199057301,0.3604696098202034
69,848.0657380342832,0.36573479621369787
70,852.5654307444179,0.3708790770423991
71,857.0563918682847,0.3762493754723585
72,861.5414462168659,0.38151551670904726
73,866.0090000828717,0.387934888210874
74,870.4463661223626,0.39564019162408526
75,874.8543648489814,0.4035034589305445
76,879.2332680444472,0.4115538938863419
77,883.5837515853495,0.4197734873590713
78,887.9060086045426,0.4281806098192087
79,892.2006434924299,0.43674905688345766
80,896.4681869127007,0.44545179940985774
81,900.7091322001799,0.4543048766159686
82,904.916767878997,0.4640690356906487
83,909.0901459595933,0.47417122899689296
84,913.229614790091,0.4844513110228277
85,917.3363168274072,0.4948344328333845
86,921.4106504164432,0.505385974194691
87,925.453808794296,0.5160218655748272
88,929.4661986328379,0.526818610307412
89,933.4490182347333,0.5376829809500625
90,937.4026654730677,0.5487006840748005
91,941.328326439421,0.5597697130879449
92,945.2263890706421,0.5709840140617055
93,949.0980266254567,0.5822324609025387
94,952.9436465278089,0.5936126968266685
95,956.7644644752897,0.6049994409419889
96,960.5609809791328,0.6164898094626531
97,964.33441722542,0.6279609088888498
98,968.0852662501145,0.6395196698186251
99,971.8146564439141,0.651047443997246
100,975.5230015643956,0.6626574154092267
101,979.2113085355679,0.6742291299381814
102,982.8799152912643,0.6858761167664951
103,986.5297349919763,0.6974723403497275
104,990.1610627243906,0.7091300223830294
105,993.7747724114233,0.7207137417179477
106,997.3711277963102,0.7323420711060934
107,1000.9509475180346,0.743876235428907
108,1004.5144854076159,0.7554336127195669
109,1008.0625175248301,0.7668746939506441
110,1011.5953156875313,0.778311659593615
111,1015.1136233996224,0.7896090993088857
112,1018.6177409595393,0.8008723984457146
113,1022.1083865848861,0.8119718306956973
114,1025.585889974346,0.823006391196256
115,1029.0467556984918,0.8348523173606632
116,1032.4895044555474,0.8470755240260531
117,1035.9146696328924,0.8591553506858272
118,1039.3225865231877,0.8711631214183353
119,1042.713806462599,0.8830044652077871
120,1046.0886849111432,0.894752747417612
121,1049.447782720253,0.9063120881871023
122,1052.7914709962913,0.9177577116506384
123,1056.1203171667667,0.9289940581657283
124,1059.434708238609,0.9400961912829392
125,1062.7352231965933,0.9509668611933808
126,1066.022271060245,0.9616741503661297
127,1069.2964441797335,0.9721181355969845
128,1072.5582299306175,0.9823500549483476
129,1075.8082586892235,0.9922830545338269
130,1079.0469832811702,1.0019533783881094
131,1082.2750027177378,1.011290069421073
132,1085.492822934583,1.0203510048980335
133,1088.701085617024,1.0290773024794277
134,1091.9003304059402,1.0374910410875289
135,1095.0912127081685,1.0455537473108727
136,1098.2742841197066,1.0533476687467687
137,1101.4501999043289,1.060831659296639
138,1104.619515736406,1.0680233811281883
139,1107.7829109329073,1.0748731730355943
140,1110.9409664572859,1.0814063371206304
141,1114.0944099141955,1.0875762458186937
142,1117.2438437633095,1.093420397640375
143,1120.3899873513933,1.098902099386379
144,1123.533422600011,1.1040635389860884
145,1126.6748304798114,1.1088746468943826
146,1129.8147576924425,1.1133774405399774
147,1132.9538404453801,1.1175450719520212
148,1136.092591247894,1.1214156405281808
149,1139.2316089680317,1.1249627867444794
150,1142.3713801196914,1.1282047237663166
151,1145.512475009035,1.1311274628055243
152,1148.6553623058394,1.133755877094361
153,1151.799261040491,1.1365637976905387
154,1154.9431803242796,1.1396151642796237
155,1158.087954674115,1.142265413233023
156,1161.2338214008803,1.1447269425433568
157,1164.3815864810324,1.1468273556661046
158,1167.5315075930744,1.1487658976420378
159,1170.6843898031432,1.1503558729105132
160,1173.8404931149844,1.1517860718015795
161,1177.0005794486071,1.1529039010753348
162,1180.157623972845,1.1565577416008266
163,1183.3029123254155,1.1633842213483525
164,1186.4368572262485,1.1700135733175838
165,1189.559708764012,1.1766230053507993
166,1192.6718030476163,1.1832190936260463
167,1195.773032617977,1.1900102417793228
168,1198.863779463686,1.1968183152593896
169,1201.9442318972428,1.203740693114476
170,1205.0144187907051,1.2108384902535294
171,1208.0746112342122,1.2180335473666055
172,1211.125026375863,1.2253418468090456
173,1214.165861077975,1.2327883656291987
174,1217.1973780831954,1.2403381204145179
175,1220.219553278467,1.2481292882443964
176,1223.2327966513112,1.2559737903632417
177,1226.2373909624298,1.263942633370483
178,1229.2334464235423,1.2720981562966325
179,1232.2212846967286,1.2803649249432505
180,1235.2012372102522,1.2887305242449052
181,1238.1733560226617,1.297336556513057
182,1241.1379786925206,1.3060474278758178
183,1244.0953274472363,1.3149262416719227
184,1247.0455079824428,1.3240075633028052
185,1249.9888988667096,1.3331766840523867
186,1252.9258099816886,1.3424417685930143
187,1255.8563639062133,1.351893639750015
188,1258.7808871797336,1.3614129418006549
189,1261.6995466968797,1.3710757105470486
190,1264.6126929337527,1.3807684936716527
191,1267.520649881801,1.3905034503008769
192,1270.4235445934776,1.4003469355376579
193,1273.3217149507575,1.4101977186034051
194,1276.2152983193916,1.4201254019015774
195,1279.1046126506183,1.4300427038629173
196,1281.989788237901,1.440014503226358
197,1284.8710405942088,1.4500008071807111
198,1287.748489311386,1.4600243766470433
199,1290.6224081073137,1.4700115632868531
200,1293.4929112460652,1.4800200097075886
201,1296.3602554604438,1.4899826610670837
202,1299.2245355963516,1.4999617587935097
203,1302.086063872075,1.5098513129685496
204,1304.9449270373314,1.5197488879646246
